posthoc_rank,sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,anova_pvalue,minimum_dunnett_adjusted_pvalue,significant_dunnett_conditions,has_significant_dunnett_contrast
241,197,7,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.02917353411266176,0.17280160923463384,,False
242,139,8,DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02437576405192224,0.17304674740498727,,False
243,355,5,CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04580796857839736,0.1730519034376028,,False
244,362,5,DREADD/CNO__r9__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04614050718052684,0.17324605626608414,,False
245,176,7,DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.027437640282382516,0.17345629103562743,,False
246,244,6,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0349225250446392,0.17407670351909432,,False
247,47,7,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r11__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.013720536770675074,0.17529082555322995,,False
248,301,3,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM,0.040517385584026885,0.17530201103811538,,False
249,228,7,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r8__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03319086454366849,0.17598389052420027,,False
250,68,7,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.015797166376455736,0.17640271531181495,,False
251,16,8,CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.00873009396731755,0.17709643055265945,,False
252,143,3,PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.024833019883862426,0.17823487338227895,,False
253,260,5,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.03655346105790009,0.1783569330959578,,False
254,289,4,CONTROL/MEDIA__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03958120708647136,0.17923335051860345,,False
255,144,6,DREADD/CNO__r12__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.024834985039089173,0.17924082437318511,,False
256,72,8,DREADD/CNO__r2__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.01662295680293285,0.1796847538271844,,False
257,58,8,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.014901157754631104,0.18007788606826036,,False
258,101,4,DREADD/CNO__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.019462844717898053,0.18037648692311448,,False
259,134,8,DREADD/CNO__r1__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.024081433789289466,0.18117260399278445,,False
260,180,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.02754681838051458,0.18131428233077151,,False
261,225,7,DREADD/CNO__r7__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r7__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03308824369154756,0.18158524303770585,,False
262,170,7,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.026321089560042393,0.18237396531803562,,False
263,150,7,DREADD/CNO__r1__sNA | DREADD/CNO__r6__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02529152240575954,0.18294127685270967,,False
264,360,8,DREADD/CNO__r5__sNA | DREADD/CNO__r6__sNA | DREADD/CNO__r8__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.04599707231023195,0.18349587068160744,,False
265,381,6,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04775535224377839,0.18363284731433072,,False
266,251,7,DREADD/CNO__r5__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.035599631659428574,0.18463266520611576,,False
267,93,8,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.018520454264421095,0.1846897683193497,,False
268,335,3,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM,0.04403917493766705,0.18639402554560525,,False
269,169,4,DREADD/CNO__r10__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02624062668724383,0.1865164504573339,,False
270,70,3,DREADD/CNO__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.016188271947795953,0.1869402703061348,,False
271,174,4,DREADD/CNO__r11__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02726336357806065,0.1870089545485969,,False
272,127,2,PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,PSAM_uPSEM | PSAM_uPSEM,0.022739224939836385,0.18712685340565127,,False
273,220,8,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.032351796691615926,0.18747568995660713,,False
274,30,6,DREADD/CNO__r4__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.011416850906845185,0.18760699590362273,,False
275,237,6,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0339713066141419,0.18774600933454821,,False
276,285,6,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r7__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03914172910976894,0.18779559906484267,,False
277,304,6,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.040837704405844194,0.18878263522696526,,False
278,81,3,DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.01761928217204829,0.1891264148190741,,False
279,92,8,DREADD/CNO__r8__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.018433222978679824,0.18916516781295312,,False
280,235,6,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.033877681137532506,0.18937708889220128,,False
281,145,7,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.024840697850653373,0.18938926353275953,,False
282,207,5,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,0.030256993918920148,0.18946713634222945,,False
283,126,8,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r4__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.022559034426209844,0.19037605092166698,,False
284,79,7,DREADD/CNO__r4__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.01715694038241953,0.19108648895526814,,False
285,359,5,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,0.0459407985788505,0.1914259284320874,,False
286,178,4,DREADD/CNO__r2__sNA | DREADD/CNO__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.027472616627881065,0.19273222130764944,,False
287,110,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.020728767272984065,0.1930256621434716,,False
288,352,4,DREADD/CNO__r1__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.045170726535256875,0.19428775248599073,,False
289,252,7,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r7__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03563690627466247,0.194593117663743,,False
290,125,6,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r9__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM,0.02244094987321847,0.19528291660289776,,False
291,147,3,DREADD/CNO__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.02498787136933747,0.19586762337462504,,False
292,345,5,DREADD/CNO__r1__sNA | DREADD/CNO__r4__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04455803526087884,0.19843471820169112,,False
293,229,7,DREADD/CNO__r2__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03323691716654789,0.20003000173711927,,False
294,309,4,DREADD/CNO__r8__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04148600219977413,0.20058667112855622,,False
295,52,6,DREADD/CNO__r4__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.014179169916031879,0.2025811841090971,,False
296,400,5,DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.049605716738957,0.203658261951582,,False
297,376,5,DREADD/CNO__r1__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04753561568438206,0.20476692318548229,,False
298,245,7,DREADD/CNO__r4__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r8__sNA | CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.03496687289201259,0.20519172199383284,,False
299,193,4,DREADD/CNO__r9__sNA | DREADD/CNO__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.0287935049909983,0.205296227046607,,False
300,29,4,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.011292697566588005,0.2079037413963094,,False
301,96,6,DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.018781655549896605,0.20934649642907655,,False
302,239,5,DREADD/CNO__r9__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.034454045857149236,0.20950131819849804,,False
303,273,8,DREADD/CNO__r3__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r8__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.03794984659612479,0.21009394836476147,,False
304,154,3,CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.025451400251604857,0.21153044536090904,,False
305,279,6,DREADD/CNO__r9__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.038693672247893884,0.21165852700195187,,False
306,63,6,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.01530319221415188,0.21188716531473561,,False
307,73,4,DREADD/CNO__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.016659772023712233,0.21240430579491754,,False
308,171,8,CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02646160668458816,0.21270092023306586,,False
309,117,6,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.021613948907168744,0.21305171873816342,,False
310,56,5,DREADD/CNO__r10__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.014682308740529825,0.2131826562847885,,False
311,32,7,CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.011602019761474848,0.21357594514925582,,False
312,380,4,CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.04774369163677572,0.21487893026927218,,False
